fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Bayern Munich -- Bayer Leverkusen,0,0.476321995,1.397799901,0.757776976,0.147159696,0,1,4,1,2,0,1,9,1,2,0,1,0,1,1,0.074757896,0.410284586,1.252261675,0,0.299582005,0,0,4,0,0,1,3,14,0,1,18/08/2017 19:30,0,0,1,0,0,2.779058567,2.036886162,2.021281592,2.036886162,0.623481691,0.784624487,2017,Bundesliga
Hamburger SV -- Augsburg,0,0.040722601,0.395883377,0,0.1157746,0,1,3,0,1,0,1,8,0,2,0,1,0,0,0,0.0517116,0.0801706,0.288372796,0,0.153731994,0,0,1,0,0,1,3,7,0,2,19/08/2017 14:30,0,0,0,0,0,0.552380578,0.57398699,0.552380578,0.57398699,0.156497201,0.285614194,2017,Bundesliga
Hertha Berlin -- VfB Stuttgart,0,0.105470002,0.331085601,0,0,0,1,2,0,0,0,1,9,0,0,0,1,1,0,0,0.058990199,0,0.822671399,0,0,0,0,2,0,0,1,0,7,0,0,19/08/2017 14:30,0,0,0,0,0,0.436555603,0.881661598,0.436555603,0.881661598,0.105470002,0.058990199,2017,Bundesliga
Hoffenheim -- Werder Bremen,0.045278899,0.1173763,0.81161519,0,0,0,0,3,0,0,1,2,11,0,0,0,0,1,0,0,0.049896698,0.084654598,0.672281004,0,0,0,0,2,0,0,1,4,6,0,0,19/08/2017 14:30,0,0,0,0,0,0.974270388,0.8068323,0.974270388,0.8068323,0.162655199,0.134551296,2017,Bundesliga
Mainz 05 -- Hannover 96,0,0.1578013,0.308009666,0,0.0608523,0,0,4,0,1,0,4,7,0,3,0,0,0,0,0,0.0432714,0.0608183,0.506059397,0,0,0,0,2,0,0,1,1,4,0,0,19/08/2017 14:30,0,0,1,0,0,0.526663267,0.610149097,0.526663267,0.610149097,0.218653601,0.1040897,2017,Bundesliga
Wolfsburg -- Borussia Dortmund,0,0.298955297,0.158959901,0,0.037150301,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0.1055362,0.95368692,0,0.065012202,0,1,4,0,0,0,2,10,0,1,19/08/2017 14:30,0,1,2,0,0,0.495065499,1.124235322,0.495065499,1.124235322,0.336105598,0.170548402,2017,Bundesliga
Schalke 04 -- RasenBallsport Leipzig,0,0.0267258,1.110164529,0.757776976,0.01766673,0,2,1,1,1,0,2,6,1,2,0,0,1,1,0,0.065762401,0.0698555,0.668522486,0,0,0,0,3,0,0,1,2,9,0,0,19/08/2017 17:30,0,0,0,0,0,1.912334034,0.804140386,1.154557058,0.804140386,0.044392529,0.135617901,2017,Bundesliga
Freiburg -- Eintracht Frankfurt,0,0.084205501,0.0949548,0,0.052207401,0,0,1,0,0,0,2,3,0,2,0,0,0,0,0,0,0.163692798,0.878062299,0,0.501206994,0,0,2,0,0,0,4,10,0,1,20/08/2017 14:30,0,0,0,0,0,0.231367702,1.542962092,0.231367702,1.542962092,0.136412902,0.664899793,2017,Bundesliga
Borussia M.Gladbach -- FC Cologne,0,0.126374298,1.440900985,0,0.057759199,0,0,8,0,0,0,4,17,0,1,0,0,1,0,0,0.0801953,0.162211396,0.595496303,0,0,0,0,2,0,0,1,2,10,0,0,20/08/2017 17:00,0,0,0,0,0,1.625034482,0.837902999,1.625034482,0.837902999,0.184133497,0.242406696,2017,Bundesliga
FC Cologne -- Hamburger SV,0,0.180078095,1.707327597,0,0,0,0,6,0,0,0,3,17,0,0,0,0,1,0,0,0,0.1559426,1.008493706,0,0.49403921,0,1,2,0,1,0,3,7,0,2,25/08/2017 19:30,0,1,1,0,1,1.887405692,1.658475515,1.887405692,1.658475515,0.180078095,0.64998181,2017,Bundesliga
