fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Fiorentina -- Torino,0,0,1.771157332,0,0.5834649,0,0,4,0,1,0,0,14,0,2,0,0,1,0,0,0.064252399,0,0.493054885,0,0.061630499,0,0,3,0,0,1,0,3,0,2,19/09/2020 16:00,0,0,0,0,0,2.354622232,0.618937783,2.354622232,0.618937783,0.5834649,0.125882898,2020,SerieA
Verona -- Roma,0,0,0.891859385,0,0.0189129,0,0,3,0,0,0,0,7,0,1,0,0,0,0,0,0.040014099,0.0290107,1.687271718,0,0.0232927,1,0,3,0,0,1,2,17,0,1,19/09/2020 18:45,0,0,0,0,0,0.910772285,1.779589217,0.910772285,1.779589217,0.0189129,0.092317499,2020,SerieA
Parma Calcio 1913 -- Napoli,0,0,0.160985101,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1.609408187,0,0,0,0,6,0,0,0,0,17,0,0,20/09/2020 10:30,0,0,2,0,0,0.160985101,1.609408187,0.160985101,1.609408187,0,0,2020,SerieA
Genoa -- Crotone,0,0.154095197,2.078730722,0,0,0,0,6,0,0,0,3,11,0,0,0,0,4,0,0,0,0.053281698,1.201517674,0,0.068143001,0,0,3,0,0,0,1,10,0,2,20/09/2020 13:00,0,0,1,0,0,2.232825919,1.322942373,2.232825919,1.322942373,0.154095197,0.121424699,2020,SerieA
Sassuolo -- Cagliari,0.138894305,0.136296,1.761060131,0,0,1,0,8,0,0,3,5,25,0,0,1,0,0,0,0,0.033769201,0.0287017,0.897258487,0,0,1,0,3,0,0,1,1,6,0,0,20/09/2020 16:00,0,0,1,0,0,2.036250436,0.959729388,2.036250436,0.959729388,0.275190305,0.062470902,2020,SerieA
Juventus -- Sampdoria,0.067987198,1.214028474,0.983533103,0,0,1,2,5,0,0,2,4,14,0,0,0,1,2,0,0,0.032506298,0.167728703,0.397305001,0,0.0110058,0,0,1,0,0,1,4,9,0,1,20/09/2020 18:45,0,0,0,0,0,2.265548775,0.608545802,2.265548775,0.608545802,1.282015672,0.211240801,2020,SerieA
AC Milan -- Bologna,0,0.122873902,1.533588313,0.761177003,0.526687026,0,0,4,1,0,0,2,13,1,1,0,0,1,1,0,0,0,0.534209794,0,0.293252796,0,0,3,0,1,0,0,10,0,3,21/09/2020 18:45,0,0,0,0,0,2.944326244,0.82746259,2.183149241,0.82746259,0.649560928,0.293252796,2020,SerieA
Torino -- Atalanta,0,0.0227063,0.75120719,0,0,0,1,3,0,0,0,1,6,0,0,0,0,2,0,0,0.053541701,0.039600899,2.378093775,0,0,0,0,7,0,0,1,2,16,0,0,26/09/2020 13:00,0,0,4,0,0,0.77391349,2.471236376,0.77391349,2.471236376,0.0227063,0.093142601,2020,SerieA
Cagliari -- Lazio,0.088096499,0.114899002,0.626049906,0,0.095448896,0,0,2,0,0,2,1,5,0,1,0,0,0,0,0,0,0.306537003,1.713439437,0,0,0,0,6,0,0,0,4,12,0,0,26/09/2020 16:00,0,0,2,0,0,0.924494304,2.01997644,0.924494304,2.01997644,0.298444398,0.306537003,2020,SerieA
Sampdoria -- Benevento,0,0.531477401,0.830171984,0,0,0,2,1,0,0,0,3,6,0,0,0,1,1,0,0,0.049681298,0.206888489,1.01765552,0,0.0450045,0,2,2,0,1,1,2,9,0,2,26/09/2020 16:00,0,2,1,0,0,1.361649385,1.319229808,1.361649385,1.319229808,0.531477401,0.301574288,2020,SerieA
Inter -- Fiorentina,0,0.292734698,1.402895404,0,0,0,1,6,0,0,0,2,18,0,0,0,1,2,0,0,0,0,2.203250714,0,0.050070301,0,0,4,0,0,0,0,10,0,1,26/09/2020 18:45,0,0,3,0,0,1.695630102,2.253321014,1.695630102,2.253321014,0.292734698,0.050070301,2020,SerieA
Spezia -- Sassuolo,0,0.0757422,1.218355314,0,0,0,0,5,0,0,0,1,11,0,0,0,0,1,0,0,0.0506979,0.396480687,1.016102115,0.761299014,0.447352,0,1,4,1,0,1,2,11,1,2,27/09/2020 10:30,0,1,2,1,0,1.294097514,2.671931716,1.294097514,1.910632702,0.0757422,0.894530587,2020,SerieA
Verona -- Udinese,0,0.0136628,1.317697635,0,0.0224835,0,0,2,0,0,0,1,11,0,1,0,0,1,0,0,0,1.110892709,0.723918202,0,0.345498404,0,1,2,0,2,0,7,13,0,2,27/09/2020 13:00,0,0,0,0,0,1.353843935,2.180309315,1.353843935,2.180309315,0.0361463,1.456391113,2020,SerieA
Crotone -- AC Milan,0,0.0178043,0.080624698,0,0.00862651,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0.052784,0.1899455,1.373627495,0.761299014,0.063395201,0,0,5,1,0,1,3,9,1,2,27/09/2020 16:00,0,0,1,1,0,0.107055509,2.44105121,0.107055509,1.679752196,0.026430811,0.306124701,2020,SerieA
Napoli -- Genoa,0.0748941,0.0852028,2.098421913,0,0.082501702,0,1,8,0,0,2,2,13,0,1,0,0,6,0,0,0,0,0.265593805,0,0,0,0,0,0,0,0,0,6,0,0,27/09/2020 16:00,0,0,0,0,0,2.341020515,0.265593805,2.341020515,0.265593805,0.242598603,0,2020,SerieA
Roma -- Juventus,0,0.025194,2.031672742,0.761299014,0,0,1,3,1,0,0,2,8,1,0,0,0,1,1,0,0,0.048377499,1.020420682,0.761299014,0.077180099,0,0,2,1,0,0,1,4,1,2,27/09/2020 18:45,0,0,1,1,0,2.818165757,1.907277294,2.056866743,1.145978279,0.025194,0.125557598,2020,SerieA
Bologna -- Parma Calcio 1913,0.159465998,0.288235307,1.599447574,0,0,1,2,5,0,0,1,2,9,0,0,0,1,3,0,0,0.032948501,0.073579399,1.13827477,0,0,0,0,3,0,0,1,2,6,0,0,28/09/2020 18:45,0,0,1,0,0,2.04714888,1.244802671,2.04714888,1.244802671,0.447701305,0.1065279,2020,SerieA
Benevento -- Inter,0,0.134128802,1.102156307,0,0.0269084,0,1,5,0,0,0,2,8,0,1,0,0,2,0,0,0.041832801,0,4.802797012,0,0,0,0,8,0,0,1,0,17,0,0,30/09/2020 16:00,0,0,5,0,0,1.263193508,4.844629813,1.263193508,4.844629813,0.161037201,0.041832801,2020,SerieA
Udinese -- Spezia,0,0,1.38598027,0,0.48706653,0,0,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0.812849198,0,0,0,0,2,0,0,0,0,4,0,0,30/09/2020 16:00,0,0,2,0,0,1.8730468,0.812849198,1.8730468,0.812849198,0.48706653,0,2020,SerieA
Lazio -- Atalanta,0,0,1.81731791,0,0,0,0,5,0,0,0,0,14,0,0,0,0,1,0,0,0.0259932,0.016336299,1.854339063,0,0,0,1,5,0,0,1,1,8,0,0,30/09/2020 18:45,0,0,4,0,0,1.81731791,1.896668563,1.81731791,1.896668563,0,0.042329499,2020,SerieA
Fiorentina -- Sampdoria,0.0548933,0.533047503,1.440223206,0,0.00928502,0,1,4,0,0,1,5,15,0,1,0,0,1,0,0,0.063849702,0.095515398,1.26181499,0.761259019,0,1,0,6,1,0,1,2,14,1,0,02/10/2020 18:45,0,0,1,1,0,2.037449028,2.18243911,2.037449028,1.421180091,0.597225823,0.159365101,2020,SerieA
Sassuolo -- Crotone,0,0.107952997,0.986380581,0.761299014,0,0,0,3,1,0,0,1,5,1,0,0,0,3,1,0,0.121171802,0.186021701,0.487694304,0.761299014,0.0383159,2,0,3,1,0,2,2,9,1,1,03/10/2020 13:00,0,0,0,1,0,1.855632592,1.594502721,1.094333578,0.833203707,0.107952997,0.345509402,2020,SerieA
Udinese -- Roma,0,0.0332724,1.63361969,0,0,0,1,3,0,0,0,2,8,0,0,0,0,0,0,0,0.082953703,0,0.567586885,0,0.112417702,0,0,3,0,0,2,0,9,0,2,03/10/2020 18:45,0,0,1,0,0,1.666892091,0.762958289,1.666892091,0.762958289,0.0332724,0.195371404,2020,SerieA
Atalanta -- Cagliari,0.031646699,0.047687098,3.648817495,0,0.072480798,0,1,11,0,0,1,1,18,0,1,0,0,5,0,0,0.056521099,0.046490699,0.552547099,0,0,0,1,2,0,0,1,2,9,0,0,04/10/2020 10:30,0,1,1,0,0,3.80063209,0.655558897,3.80063209,0.655558897,0.151814595,0.103011798,2020,SerieA
