fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Brentford -- Arsenal,0,0.558695972,1.329484295,0,0,0,0,3,0,0,0,1,7,0,0,0,0,2,0,0,0.050918899,0.170031203,0.802899293,0,0,0,1,3,0,0,1,3,18,0,0,13/08/2021 19:00,0,0,0,0,0,1.888180267,1.023849395,1.888180267,1.023849395,0.558695972,0.220950102,2021,EPL
Manchester United -- Leeds,0,0.050412999,1.592064511,0,0,0,0,8,0,0,0,2,14,0,0,0,0,5,0,0,0,0.0594719,0.3541611,0,0.154708805,0,1,2,0,0,0,2,5,0,3,14/08/2021 11:30,0,0,1,0,0,1.64247751,0.568341805,1.64247751,0.568341805,0.050412999,0.214180704,2021,EPL
Burnley -- Brighton,0.118262999,1.482243266,0.359102315,0,0,0,1,2,0,0,1,4,9,0,0,0,1,0,0,0,0.052303702,0.106212702,1.530730214,0,0,1,1,4,0,0,1,5,8,0,0,14/08/2021 14:00,0,0,2,0,0,1.95960858,1.689246617,1.95960858,1.689246617,1.600506265,0.158516403,2021,EPL
Chelsea -- Crystal Palace,0.229269698,0.015712401,0.942103086,0,0,2,0,4,0,0,4,1,8,0,0,1,0,2,0,0,0,0.148077197,0.173622794,0,0,0,1,0,0,0,0,2,2,0,0,14/08/2021 14:00,0,0,0,0,0,1.187085185,0.321699992,1.187085185,0.321699992,0.244982099,0.148077197,2021,EPL
Everton -- Southampton,0.088166699,0.571181398,1.729285702,0,0,0,1,5,0,0,1,2,11,0,0,0,1,2,0,0,0,0.0747649,0.432817785,0,0.0730185,0,1,2,0,0,0,1,3,0,2,14/08/2021 14:00,0,0,1,0,0,2.388633799,0.580601185,2.388633799,0.580601185,0.659348097,0.1477834,2021,EPL
Leicester -- Wolverhampton Wanderers,0,0,0.668080291,0,0,0,0,5,0,0,0,0,9,0,0,0,0,1,0,0,0,0.0489606,1.278180225,0,0,0,0,3,0,0,0,1,16,0,0,14/08/2021 14:00,0,0,0,0,0,0.668080291,1.327140825,0.668080291,1.327140825,0,0.0489606,2021,EPL
Watford -- Aston Villa,0,0.038017601,0.908982502,0,0.416583002,0,0,7,0,0,0,1,11,0,1,0,0,3,0,0,0.046799801,0.030585401,0.298625894,0.761169016,0,0,0,1,1,0,1,1,8,1,0,14/08/2021 14:00,0,0,1,1,0,1.363583105,1.137180112,1.363583105,0.376011096,0.454600602,0.077385202,2021,EPL
Norwich -- Liverpool,0,0.064352201,0.492365909,0,0.858013019,0,0,1,0,2,0,3,8,0,3,0,0,0,0,0,0.0469261,0.501187998,1.241264084,0,0,0,2,4,0,0,1,8,10,0,0,14/08/2021 16:30,0,1,2,0,0,1.414731129,1.789378182,1.414731129,1.789378182,0.92236522,0.548114098,2021,EPL
Newcastle United -- West Ham,0,0.444223494,1.23919932,0,0,0,0,3,0,0,0,7,10,0,0,0,0,2,0,0,0.038021401,0.128694002,1.930771227,0.761169016,0.652383983,0,0,6,1,1,1,3,12,1,1,15/08/2021 13:00,0,0,3,0,1,1.683422814,3.511039629,1.683422814,2.749870612,0.444223494,0.819099385,2021,EPL
Tottenham -- Manchester City,0,0,0.844403221,0,0.219006499,0,0,2,0,0,0,0,9,0,4,0,0,1,0,0,0.060911998,0.3104674,1.122566697,0,0.613110006,0,0,4,0,0,1,3,13,0,1,15/08/2021 15:30,0,0,0,0,0,1.063409721,2.107056101,1.063409721,2.107056101,0.219006499,0.984489404,2021,EPL
Liverpool -- Burnley,0,0.285006301,2.087972411,0,0.267354805,0,1,7,0,0,0,6,18,0,3,0,0,2,0,0,0,0.073564596,0.561906409,0,0.054993499,0,0,3,0,0,0,1,6,0,2,21/08/2021 11:30,0,0,0,0,0,2.640333517,0.690464504,2.640333517,0.690464504,0.552361106,0.128558096,2021,EPL
Aston Villa -- Newcastle United,0,0.027437501,0.220810296,0.761169016,0.174843505,0,0,1,1,0,0,1,5,1,3,0,0,1,1,0,0,0.099890999,0.477024192,0,0.054715101,0,1,0,0,0,0,3,5,0,1,21/08/2021 14:00,0,0,0,0,0,1.184260318,0.631630292,0.423091302,0.631630292,0.202281006,0.1546061,2021,EPL
Crystal Palace -- Brentford,0,0.0149489,0.529511988,0,0.0618525,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,0.0623638,0.233348932,0.376653798,0,0.0419653,0,1,2,0,0,1,4,7,0,2,21/08/2021 14:00,0,0,0,0,0,0.606313388,0.71433183,0.606313388,0.71433183,0.0768014,0.337678032,2021,EPL
Leeds -- Everton,0,0.0799506,0.834466882,0,0.054055699,0,2,2,0,0,0,4,10,0,3,0,1,1,0,0,0,0.084080499,1.011883987,0.761169016,0,0,1,6,1,0,0,2,14,1,0,21/08/2021 14:00,0,0,1,1,0,0.968473181,1.857133502,0.968473181,1.095964486,0.134006299,0.084080499,2021,EPL
Manchester City -- Norwich,0.0757064,0.196723998,2.168317322,0,0,0,1,3,0,0,1,3,12,0,0,0,1,3,0,0,0,0,0.0250088,0,0,0,0,0,0,0,0,0,2,0,0,21/08/2021 14:00,0,0,0,0,0,2.440747719,0.0250088,2.440747719,0.0250088,0.272430398,0,2021,EPL
Brighton -- Watford,0,0.67924111,1.123762967,0,0,0,2,1,0,0,0,5,8,0,0,0,1,1,0,0,0,0,0.407224605,0,0,0,0,1,0,0,0,0,10,0,0,21/08/2021 16:30,0,0,0,0,0,1.803004077,0.407224605,1.803004077,0.407224605,0.67924111,0,2021,EPL
Southampton -- Manchester United,0.072073698,0.0512744,0.464178188,0,0,2,0,1,0,0,2,1,5,0,0,0,0,0,0,0,0.0705828,0.087049,0.423521403,0,1.680578807,0,1,2,0,0,1,1,9,0,5,22/08/2021 13:00,0,0,1,0,0,0.587526286,2.26173201,0.587526286,2.26173201,0.123348098,1.838210607,2021,EPL
Wolverhampton Wanderers -- Tottenham,0,0.132745798,1.350106408,0,0.0284188,0,2,3,0,1,0,5,18,0,2,0,0,0,0,0,0,0.073154397,0.894693883,0.761169016,0,0,1,4,1,0,0,1,6,1,0,22/08/2021 13:00,0,0,0,1,0,1.511271005,1.729017297,1.511271005,0.96784828,0.161164598,0.073154397,2021,EPL
Arsenal -- Chelsea,0,0.445477592,0.184621204,0,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0.0952831,3.510671303,0,0.035367899,0,0,5,0,0,0,3,18,0,1,22/08/2021 15:30,0,0,2,0,0,0.630098796,3.641322302,0.630098796,3.641322302,0.445477592,0.130650999,2021,EPL
West Ham -- Leicester,0,0.231842799,2.054285204,0,0,0,0,7,0,0,0,5,14,0,0,0,0,4,0,0,0,0,0.657310896,0,0,0,0,1,0,0,0,0,5,0,0,23/08/2021 19:00,0,0,1,0,0,2.286128003,0.657310896,2.286128003,0.657310896,0.231842799,0,2021,EPL
Manchester City -- Arsenal,0,0.345088201,3.546797595,0,0.584089994,0,0,9,0,1,0,6,18,0,1,0,0,4,0,1,0,0,0.116805002,0,0,0,0,0,0,0,0,0,1,0,0,28/08/2021 11:30,0,0,0,0,0,4.47597579,0.116805002,4.47597579,0.116805002,0.929178195,0,2021,EPL
Aston Villa -- Brentford,0,0,0.166160297,0,0.276828106,0,0,3,0,2,0,0,4,0,3,0,0,1,0,0,0,0.4575205,0.675601898,0,0,0,1,1,0,0,0,2,7,0,0,28/08/2021 14:00,0,1,0,0,0,0.442988403,1.133122398,0.442988403,1.133122398,0.276828106,0.4575205,2021,EPL
Brighton -- Everton,0.191504803,0.088131199,0.421986526,0,0,1,0,2,0,0,2,2,10,0,0,0,0,0,0,0,0,0.0136589,0.773885703,0.761132002,0,0,1,3,1,0,0,1,12,1,0,28/08/2021 14:00,0,0,1,1,0,0.701622527,1.548676604,0.701622527,0.787544603,0.279636001,0.0136589,2021,EPL
