fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Monaco -- Lyon,0,0.075474001,0.4877085,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0.0507439,0.416029999,0.366260292,0,0,0,1,2,0,0,1,4,8,0,0,09/08/2019 19:45,0,1,2,0,0,0.563182501,0.833034191,0.563182501,0.833034191,0.075474001,0.466773899,2019,Ligue1
Marseille -- Reims,0,0.226624904,0.664710888,0,0,0,0,2,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1.298303114,0,0,0,0,5,0,0,0,0,8,0,0,10/08/2019 16:30,0,0,2,0,0,0.891335792,1.298303114,0.891335792,1.298303114,0.226624904,0,2019,Ligue1
Angers -- Bordeaux,0.0394665,0.033920601,1.415998892,0,0.045687199,0,0,4,0,0,1,1,11,0,1,0,0,3,0,0,0.2021662,0.453327,0.640416507,0,0,1,1,1,0,0,2,1,5,0,0,10/08/2019 19:00,1,0,0,0,0,1.535073192,1.295909707,1.535073192,1.295909707,0.1190743,0.6554932,2019,Ligue1
Brest -- Toulouse,0,0,1.551907462,0.760095,0.031240201,0,0,4,1,0,0,0,14,1,1,0,0,1,0,0,0,0.5174345,0.958815492,0,0.017960699,0,0,2,0,0,0,3,8,0,1,10/08/2019 19:00,0,0,1,0,0,2.343242662,1.494210691,1.583147662,1.494210691,0.031240201,0.535395199,2019,Ligue1
Dijon -- Saint-Etienne,0,0.151240194,0.747216191,0.760095,0.514925212,0,0,4,1,1,0,2,10,1,2,0,0,0,1,0,0,0.148047099,0.671832519,0,0.096637423,0,0,3,0,1,0,2,8,0,2,10/08/2019 19:00,0,0,1,0,1,2.173476597,0.91651704,1.413381597,0.91651704,0.666165406,0.244684522,2019,Ligue1
Montpellier -- Rennes,0,0.082581598,0.958433088,0.760095,0.760474894,0,0,3,1,1,0,2,15,1,6,0,0,0,0,0,0.125947297,0,0.361889098,0,0.682492286,0,0,2,0,1,2,0,5,0,2,10/08/2019 19:00,0,0,0,0,1,2.561584581,1.17032868,1.80148958,1.17032868,0.843056493,0.808439583,2019,Ligue1
Nice -- Amiens,0,1.041233882,0.864793701,0,0,0,3,2,0,0,0,5,12,0,0,0,2,0,0,0,0,0,0.571150599,0,0.032993101,0,0,2,0,0,0,0,7,0,1,10/08/2019 19:00,0,0,1,0,0,1.906027583,0.6041437,1.906027583,0.6041437,1.041233882,0.032993101,2019,Ligue1
Lille -- Nantes,0.0592505,0.183658898,0.963338284,0,0,0,0,3,0,0,1,2,11,0,0,0,0,2,0,0,0.0294437,0.230988751,0.234566595,0,0.032683399,1,0,2,0,0,1,5,6,0,1,11/08/2019 14:00,0,0,0,0,0,1.206247682,0.527682445,1.206247682,0.527682445,0.242909398,0.29311585,2019,Ligue1
Strasbourg -- Metz,0.0491625,0.094508097,1.449703605,0,0.0152009,0,0,2,0,0,1,1,10,0,1,0,0,1,0,0,0,0.0186536,0.233524702,0,0,0,0,3,0,0,0,1,6,0,0,11/08/2019 16:00,0,0,1,0,0,1.608575101,0.252178301,1.608575101,0.252178301,0.158871496,0.0186536,2019,Ligue1
Paris Saint Germain -- Nimes,0,0,2.784648523,0.760095,0.071250902,0,0,4,1,0,0,0,9,1,2,0,0,2,1,0,0,0.0119691,0.293417499,0,0,0,0,0,0,0,0,1,4,0,0,11/08/2019 20:00,0,0,0,0,0,3.615994425,0.305386599,2.855899424,0.305386599,0.071250902,0.0119691,2019,Ligue1
Lyon -- Angers,0,0,1.495152388,0,0,0,0,9,0,0,0,0,11,0,0,0,0,6,0,0,0,0.10238,0.245356899,0,0,0,0,3,0,0,0,1,9,0,0,16/08/2019 19:45,0,0,0,0,0,1.495152388,0.347736899,1.495152388,0.347736899,0,0.10238,2019,Ligue1
Nantes -- Marseille,0,0.110077901,0.208043301,0,0.0154155,0,3,3,0,0,0,4,8,0,1,0,0,0,0,0,0.045554701,0.048804302,0.2257115,0.760095,0.260163009,1,0,1,0,0,1,1,5,1,1,17/08/2019 16:30,0,0,0,0,0,0.333536701,1.340328513,0.333536701,0.580233512,0.125493401,0.354522012,2019,Ligue1
Amiens -- Lille,0.057594098,0,1.014947487,0,0,0,0,3,0,0,1,0,7,0,0,0,0,1,0,0,0.050675999,0.095321099,0.147788096,0,0,0,0,0,0,0,1,4,4,0,0,17/08/2019 19:00,0,0,0,0,0,1.072541585,0.293785195,1.072541585,0.293785195,0.057594098,0.145997099,2019,Ligue1
Bordeaux -- Montpellier,0.131499499,0.085066803,0.476719798,0,0.093736897,1,0,3,0,0,2,1,8,0,2,0,0,1,0,0,0,0.0401772,0.597161709,0,0.048373502,0,0,4,0,0,0,1,8,0,1,17/08/2019 19:00,0,0,1,0,0,0.787022997,0.685712411,0.787022997,0.685712411,0.310303199,0.088550702,2019,Ligue1
Metz -- Monaco,0.059218202,0.126684997,1.659859356,0.760095,0.507463992,1,1,5,1,1,1,3,12,1,1,0,0,1,1,1,0.221228395,0.0258919,0.5125185,0,0,1,1,4,0,0,3,1,8,0,0,17/08/2019 19:00,0,0,0,0,0,3.113321547,0.759638795,2.353226547,0.759638795,0.693367191,0.247120295,2019,Ligue1
Nimes -- Nice,0,0,0.504814502,0.760095,0,0,0,4,1,0,0,0,17,1,0,0,0,0,1,0,0,0,0.645135887,0.760095,0.594886005,0,0,1,1,1,0,0,4,1,1,17/08/2019 19:00,0,0,0,1,1,1.264909502,2.000116892,0.504814502,1.240021892,0,0.594886005,2019,Ligue1
Toulouse -- Dijon,0,0.0770939,1.542890011,0,0,0,0,6,0,0,0,3,15,0,0,0,0,1,0,0,0.071397804,0.147899096,0.990676811,0,0,0,0,5,0,0,1,4,13,0,0,17/08/2019 19:00,0,0,0,0,0,1.619983912,1.209973711,1.619983912,1.209973711,0.0770939,0.2192969,2019,Ligue1
Saint-Etienne -- Brest,0,0.332376409,1.303677695,0,0.587389982,0,0,5,0,0,0,3,13,0,3,0,0,1,0,0,0,0,0.455569405,0,0.049139399,0,0,3,0,0,0,0,8,0,1,18/08/2019 14:00,0,0,1,0,0,2.223444086,0.504708804,2.223444086,0.504708804,0.919766392,0.049139399,2019,Ligue1
Reims -- Strasbourg,0,0.0134359,0.271288,0,0.0530154,0,0,1,0,0,0,1,9,0,1,0,0,0,0,0,0,0.363921991,0.103638599,0,0.098306701,0,1,1,0,0,0,2,2,0,1,18/08/2019 16:00,0,0,0,0,0,0.3377393,0.56586729,0.3377393,0.56586729,0.0664513,0.462228691,2019,Ligue1
Rennes -- Paris Saint Germain,0,0.042718198,1.143157679,0,0,0,1,3,0,0,0,1,10,0,0,0,0,2,0,0,0,0.135158502,0.679709189,0,0.030071801,0,1,1,0,0,0,2,6,0,1,18/08/2019 20:00,0,0,1,0,0,1.185875877,0.844939491,1.185875877,0.844939491,0.042718198,0.165230302,2019,Ligue1
Amiens -- Nantes,0,0,0.377125198,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0.046246499,0.0286818,2.016165872,0,0.0276684,0,1,5,0,0,1,1,21,0,2,24/08/2019 19:00,0,1,1,0,0,0.377125198,2.11876257,0.377125198,2.11876257,0,0.102596698,2019,Ligue1
Angers -- Metz,0.159521997,0.073178902,1.871125735,0,0,0,1,4,0,0,1,1,13,0,0,0,0,3,0,0,0,0,0.147348398,0,0,0,0,2,0,0,0,0,4,0,0,24/08/2019 19:00,0,0,0,0,0,2.103826635,0.147348398,2.103826635,0.147348398,0.232700899,0,2019,Ligue1
Brest -- Reims,0,0.0683107,0.459851611,0,0,0,0,4,0,0,0,1,7,0,0,0,0,1,0,0,0.0392837,0.0270891,0.366589399,0,0.359081998,0,0,1,0,1,1,1,6,0,2,24/08/2019 19:00,0,0,0,0,0,0.528162312,0.792044198,0.528162312,0.792044198,0.0683107,0.425454799,2019,Ligue1
