fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,date,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Bologna -- Sassuolo,0,0,0.1294159,0,0.0236411,0,0,1,0,1,0,0,5,0,1,0,0,0,0,0,29/08/2015 20:00,0.061333101,0.0185764,0.673139617,0,0.00758502,1,0,1,0,0,1,1,6,0,1,0,0,1,0,0,0.153057,0.760634138,0.153057,0.760634138,0.0236411,0.087494521,2015,SerieA
AC Milan -- Empoli,0,0.418884009,0.63210601,0,0,0,1,3,0,0,0,1,5,0,0,0,1,1,0,0,29/08/2015 22:45,0.0427466,0.140869703,0.821283691,0,0.0142568,0,0,3,0,0,1,2,14,0,1,0,0,1,0,0,1.050990019,1.019156793,1.050990019,1.019156793,0.418884009,0.197873103,2015,SerieA
Roma -- Juventus,0.098148804,0.126746601,0.611748801,0,0.134827003,2,1,3,0,1,2,3,12,0,1,1,0,0,0,1,30/08/2015 20:00,0.092826702,0.2450066,0.619391205,0,0.016721001,0,1,1,0,0,1,4,4,0,1,0,0,1,0,0,0.971471209,0.973945508,0.971471209,0.973945508,0.359722408,0.354554303,2015,SerieA
Atalanta -- Frosinone,0.038271699,0.652930311,1.70345121,0.761299014,0,1,1,8,1,0,1,5,18,1,0,0,1,1,0,0,30/08/2015 22:45,0,0.505528294,0.245711002,0,0.0852798,0,0,3,0,1,0,2,11,0,1,0,0,0,0,0,3.155952234,0.836519095,2.39465322,0.836519095,0.69120201,0.590808094,2015,SerieA
Carpi -- Inter,0.045346599,0,0.79086809,0,0.029855601,0,0,5,0,0,1,0,7,0,2,0,0,1,0,0,30/08/2015 22:45,0.0425056,0.141460005,2.385738555,0.761299014,0,0,1,3,1,0,1,2,8,1,0,0,0,1,1,0,0.86607029,3.331003174,0.86607029,2.56970416,0.0752022,0.183965605,2015,SerieA
Chievo -- Lazio,0.047659099,0.458238989,1.127640793,0,0,1,1,3,0,0,1,1,7,0,0,1,1,2,0,0,30/08/2015 22:45,0.035097599,0,0.841836969,0,0,0,0,2,0,0,1,0,12,0,0,0,0,0,0,0,1.633538881,0.876934568,1.633538881,0.876934568,0.505898088,0.035097599,2015,SerieA
Genoa -- Verona,0,0,2.023241744,0,0.0096347,0,0,6,0,0,0,0,19,0,1,0,0,2,0,0,30/08/2015 22:45,0.050811201,0.068733901,0.3699667,0,0.033727199,0,0,1,0,1,1,1,9,0,1,0,0,0,0,0,2.032876444,0.523239001,2.032876444,0.523239001,0.0096347,0.153272301,2015,SerieA
Napoli -- Sampdoria,0,0.1156573,1.609692185,0,0,0,2,5,0,0,0,3,24,0,0,0,0,2,0,0,30/08/2015 22:45,0,0.0249632,0.574579587,0.761299014,0,0,0,3,1,0,0,1,7,1,0,0,0,1,1,0,1.725349485,1.360841801,1.725349485,0.599542787,0.1156573,0.0249632,2015,SerieA
Torino -- Fiorentina,0,0.177783906,0.470869396,0,0,0,1,5,0,0,0,3,7,0,0,0,1,2,0,0,30/08/2015 22:45,0.096957803,0.0158794,0.827853201,0,0,0,1,4,0,0,1,1,6,0,0,0,0,1,0,0,0.648653302,0.940690404,0.648653302,0.940690404,0.177783906,0.112837203,2015,SerieA
Udinese -- Palermo,0,0.0360308,2.508267174,0,0.031506602,0,0,6,0,0,0,2,22,0,1,0,0,0,0,0,30/08/2015 22:45,0,0,0.791729022,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,2.575804575,0.791729022,2.575804575,0.791729022,0.067537402,0,2015,SerieA
Fiorentina -- Genoa,0,0.229719389,0.279897906,0,0.168078508,0,2,1,0,0,0,3,6,0,2,0,1,0,0,0,12/09/2015 20:00,0,0.020122999,0.596001795,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0,0,0,0.677695803,0.616124794,0.677695803,0.616124794,0.397797897,0.020122999,2015,SerieA
Frosinone -- Roma,0,0.05953,0.289000633,0,0.0179759,0,0,5,0,0,0,2,15,0,1,0,0,0,0,0,12/09/2015 20:00,0.075082399,0.188075202,1.420326186,0,0.225090995,0,1,2,0,0,1,6,12,0,1,0,0,2,0,0,0.366506533,1.908574782,0.366506533,1.908574782,0.077505901,0.488248596,2015,SerieA
Juventus -- Chievo,0.055234902,0.229776198,1.906975593,0.761299014,0,1,0,4,1,0,1,4,20,1,0,0,0,0,1,0,12/09/2015 22:45,0,0.0203132,0.110003401,0,0.505194005,0,0,2,0,1,0,1,3,0,2,0,0,1,0,0,2.953285707,0.635510605,2.191986693,0.635510605,0.2850111,0.525507204,2015,SerieA
Verona -- Torino,0,0.348294996,0.354967697,0.761299014,0.152443506,0,0,1,1,1,0,3,6,1,2,0,0,0,1,1,13/09/2015 14:30,0,0.195989596,0.75501915,0,0,0,0,5,0,0,0,3,7,0,0,0,0,2,0,0,1.617005212,0.951008745,0.855706198,0.951008745,0.500738502,0.195989596,2015,SerieA
Empoli -- Napoli,0.039292499,0.0228935,1.231701885,0,0,0,0,2,0,0,1,1,14,0,0,0,0,2,0,0,13/09/2015 17:00,0.039311402,0.049716601,0.944304473,0,0,0,1,3,0,0,1,2,14,0,0,0,0,2,0,0,1.293887884,1.033332476,1.293887884,1.033332476,0.062185999,0.089028003,2015,SerieA
Palermo -- Carpi,0.051002402,0.0172562,1.229789266,0,0.021266,0,0,6,0,0,1,1,11,0,1,0,0,2,0,0,13/09/2015 17:00,0,0.0173227,0.828483099,0,0.066408597,0,0,2,0,0,0,1,7,0,1,0,0,1,0,0,1.319313869,0.912214397,1.319313869,0.912214397,0.089524603,0.083731297,2015,SerieA
Sassuolo -- Atalanta,0.041405201,0.261666,0.162573894,0.761299014,0.035227499,1,1,3,1,2,1,1,4,1,2,0,0,1,0,1,13/09/2015 17:00,0,0,0.478278913,0.761299014,0.084858902,0,0,2,1,1,0,0,7,1,1,0,0,1,0,1,1.262171608,1.324436828,0.500872594,0.563137814,0.3382987,0.084858902,2015,SerieA
Lazio -- Udinese,0.030578099,0.133931897,1.165496576,0,0.013908,1,2,5,0,0,1,4,8,0,1,0,0,2,0,0,13/09/2015 20:00,0.093306899,0,0.507761489,0,0.0111658,1,0,4,0,0,2,0,8,0,1,0,0,0,0,0,1.343914571,0.612234187,1.343914571,0.612234187,0.178417996,0.104472699,2015,SerieA
Inter -- AC Milan,0,0.2186657,1.52109919,0,0.119259998,0,0,3,0,1,0,3,12,0,1,0,0,1,0,0,13/09/2015 22:45,0.028199799,0.0562125,0.685824017,0,0.055359501,1,0,2,0,0,1,3,12,0,3,0,0,0,0,0,1.859024889,0.825595818,1.859024889,0.825595818,0.337925699,0.1397718,2015,SerieA
Sampdoria -- Bologna,0,0,1.309313812,0,0,0,0,4,0,0,0,0,12,0,0,0,0,2,0,0,14/09/2015 22:45,0.053141002,0.0132723,0.174733302,0,0.0221257,0,0,2,0,0,1,1,6,0,1,0,0,0,0,0,1.309313812,0.263272304,1.309313812,0.263272304,0,0.088539002,2015,SerieA
Udinese -- Empoli,0,0.098887298,0.893076183,0,0,0,1,1,0,0,0,2,5,0,0,0,0,1,0,0,19/09/2015 20:00,0.0352595,0.085603803,0.526567106,0,0.0408719,0,0,5,0,1,1,1,9,0,1,0,0,1,0,1,0.991963482,0.688302309,0.991963482,0.688302309,0.098887298,0.161735203,2015,SerieA
AC Milan -- Palermo,0.059994999,0.038694801,1.199879314,0,0,1,0,7,0,0,1,2,15,0,0,1,0,2,0,0,19/09/2015 22:45,0,0.550986673,0.724784442,0,0.0740683,0,1,2,0,0,0,2,9,0,2,0,1,1,0,0,1.298569114,1.349839415,1.298569114,1.349839415,0.0986898,0.625054973,2015,SerieA
Chievo -- Inter,0.125581302,0.436139593,0.324023101,0,0,0,0,2,0,0,2,4,9,0,0,0,0,0,0,0,20/09/2015 14:30,0.043607101,0.231599597,1.094058894,0,0,0,1,2,0,0,1,7,6,0,0,0,0,1,0,0,0.885743995,1.369265592,0.885743995,1.369265592,0.561720895,0.275206698,2015,SerieA
Atalanta -- Verona,0.039372198,0.1453784,0.724959191,0,0.0120635,0,1,2,0,0,1,3,10,0,1,0,0,1,0,0,20/09/2015 17:00,0.057346299,0,0.470172197,0,0.232733093,0,0,2,0,1,1,0,6,0,2,0,0,0,0,1,0.921773288,0.760251589,0.921773288,0.760251589,0.196814097,0.290079392,2015,SerieA
Bologna -- Frosinone,0,0.432862192,0.769421146,0,0,0,0,2,0,0,0,2,10,0,0,0,0,1,0,0,20/09/2015 17:00,0,0.648903012,0.716042398,0,0.124758137,0,0,4,0,1,0,1,15,0,4,0,0,0,0,0,1.202283338,1.489703548,1.202283338,1.489703548,0.432862192,0.77366115,2015,SerieA
Genoa -- Juventus,0.081001803,0,0.268211797,0,0.0334005,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,20/09/2015 17:00,0.0557645,0,1.276372978,0.761299014,0.085645597,0,0,3,1,0,1,0,9,1,2,0,0,0,1,0,0.3826141,2.17908209,0.3826141,1.417783076,0.114402303,0.141410097,2015,SerieA
Roma -- Sassuolo,0,0.118171601,1.135251383,0,0.416714013,0,1,5,0,1,0,5,15,0,1,0,1,1,0,0,20/09/2015 17:00,0,0.045430001,0.867717803,0,0,0,0,4,0,0,0,1,11,0,0,0,0,2,0,0,1.670136997,0.913147803,1.670136997,0.913147803,0.534885613,0.045430001,2015,SerieA
Torino -- Sampdoria,0,1.134718671,1.547686217,0,0,0,3,5,0,0,0,4,15,0,0,0,1,1,0,0,20/09/2015 17:00,0,0.0737027,0.706678688,0,0.018009599,0,1,4,0,0,0,2,10,0,1,0,0,0,0,0,2.682404889,0.798390987,2.682404889,0.798390987,1.134718671,0.0917123,2015,SerieA
Carpi -- Fiorentina,0,0.106235298,1.390988818,0,0,0,0,3,0,0,0,2,10,0,0,0,0,0,0,0,20/09/2015 20:00,0,0.091228597,0.344806595,0,0,0,0,2,0,0,0,2,6,0,0,0,0,1,0,0,1.497224117,0.436035192,1.497224117,0.436035192,0.106235298,0.091228597,2015,SerieA
Napoli -- Lazio,0.017839801,0,2.762237137,0,0,0,0,10,0,0,1,0,18,0,0,0,0,5,0,0,20/09/2015 22:45,0.037669901,0.106609797,0.828247197,0,0,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,2.780076938,0.972526895,2.780076938,0.972526895,0.017839801,0.144279698,2015,SerieA
Udinese -- AC Milan,0,0.781271624,0.286450902,0,0,0,2,1,0,0,0,6,5,0,0,0,1,1,0,0,22/09/2015 22:45,0.046124,0.052390199,0.526613387,0,0.025206599,1,1,1,0,0,1,1,6,0,1,1,1,1,0,0,1.067722526,0.650334186,1.067722526,0.650334186,0.781271624,0.123720799,2015,SerieA
Carpi -- Napoli,0,0.112214997,0.1330233,0,0.117084698,0,0,1,0,0,0,1,7,0,3,0,0,0,0,0,23/09/2015 22:45,0.044886298,0.041133,1.030418589,0,0.049414702,0,1,2,0,1,1,2,18,0,1,0,0,0,0,0,0.362322995,1.165852589,0.362322995,1.165852589,0.229299695,0.135434,2015,SerieA
Chievo -- Torino,0,0,0.311068472,0,0.116532996,0,0,5,0,0,0,0,9,0,1,0,0,1,0,0,23/09/2015 22:45,0,0.055165499,0.096096998,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0.427601469,0.151262498,0.427601469,0.151262498,0.116532996,0.055165499,2015,SerieA
Fiorentina -- Bologna,0.1736289,0.131981999,1.342648003,0,0,0,0,4,0,0,3,1,14,0,0,0,0,2,0,0,23/09/2015 22:45,0,0,0.031843,0,0.279718995,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1.648258902,0.311561995,1.648258902,0.311561995,0.305610899,0.279718995,2015,SerieA
Inter -- Verona,0.0308196,0.2467044,0.562153701,0,0,0,2,2,0,0,1,5,11,0,0,0,1,0,0,0,23/09/2015 22:45,0,0,0.240971096,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0.839677701,0.240971096,0.839677701,0.240971096,0.277524,0,2015,SerieA
Juventus -- Frosinone,0,0.2237533,1.768774603,0,0,0,1,6,0,0,0,6,30,0,0,0,0,1,0,0,23/09/2015 22:45,0.037655801,0.222921606,0.046455799,0,0.218474306,0,1,0,0,0,1,4,2,0,2,0,1,0,0,0,1.992527903,0.525507512,1.992527903,0.525507512,0.2237533,0.479051713,2015,SerieA
Lazio -- Genoa,0.152796999,0.095929902,0.50391181,0,0.060215901,0,0,2,0,1,1,3,4,0,2,0,0,2,0,0,23/09/2015 22:45,0.192724701,0.017376499,0.090047298,0,0.045776599,2,0,1,0,0,4,1,3,0,2,0,0,0,0,0,0.812854611,0.345925097,0.812854611,0.345925097,0.308942801,0.255877799,2015,SerieA
Palermo -- Sassuolo,0.095085397,0.0110507,0.352305902,0,0,1,1,0,0,0,1,1,7,0,0,0,0,0,0,0,23/09/2015 22:45,0.064525403,0.038863402,0.612934509,0,0.0164306,0,0,4,0,0,1,1,10,0,1,0,0,1,0,0,0.458442,0.732753914,0.458442,0.732753914,0.106136098,0.119819405,2015,SerieA
Sampdoria -- Roma,0.045889001,0,0.141907601,0,0,1,0,2,0,0,1,0,5,0,0,1,0,0,0,0,23/09/2015 22:45,0.055661201,0.338896798,1.060861604,0,0,1,2,5,0,0,1,6,18,0,0,0,0,1,0,0,0.187796602,1.455419604,0.187796602,1.455419604,0.045889001,0.394557999,2015,SerieA
Empoli -- Atalanta,0,0,0.70733117,0,0.0116777,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,24/09/2015 22:45,0,0.399289012,0.292299106,0,0,0,1,2,0,0,0,1,12,0,0,0,1,0,0,0,0.71900887,0.691588118,0.71900887,0.691588118,0.0116777,0.399289012,2015,SerieA
Roma -- Carpi,0.144711003,0.532262703,3.134245126,0,0,1,1,8,0,0,1,3,13,0,0,1,1,3,0,0,26/09/2015 20:00,0,0.170166101,0.433053141,0.761299014,0.639693022,0,1,3,1,1,0,3,8,1,1,0,0,1,0,0,3.811218832,2.004211279,3.811218832,1.242912265,0.676973706,0.809859123,2015,SerieA
Napoli -- Juventus,0,0,0.70458197,0,0,0,0,5,0,0,0,0,13,0,0,0,0,2,0,0,26/09/2015 22:45,0.081077099,0.0151397,0.383346507,0,0.200161103,0,0,3,0,0,1,1,8,0,2,0,0,1,0,0,0.70458197,0.679724409,0.70458197,0.679724409,0,0.296377902,2015,SerieA
Genoa -- AC Milan,0.224114705,0.123926997,0.308259107,0,0,1,0,1,0,0,4,1,6,0,0,1,0,0,0,0,27/09/2015 14:30,0.0979748,0.156610807,0.384731002,0,0.308255713,0,0,3,0,0,2,2,6,0,2,0,0,0,0,0,0.656300809,0.947572323,0.656300809,0.947572323,0.348041702,0.56284132,2015,SerieA
Bologna -- Udinese,0.073294699,0.015472,1.458496457,0,0.071778297,0,0,3,0,0,1,1,9,0,1,0,0,1,0,0,27/09/2015 17:00,0.151262198,0.051260401,1.740142193,0,0,0,0,3,0,0,2,1,8,0,0,0,0,2,0,0,1.619041454,1.942664791,1.619041454,1.942664791,0.160544997,0.202522598,2015,SerieA
Sassuolo -- Chievo,0,0.0135184,0.805692596,0,0.0120833,0,0,5,0,0,0,1,11,0,1,0,0,1,0,0,27/09/2015 17:00,0,0.0131746,0.575176219,0,0.0100038,0,1,1,0,0,0,1,10,0,1,0,1,0,0,0,0.831294296,0.598354619,0.831294296,0.598354619,0.0256017,0.0231784,2015,SerieA
Torino -- Palermo,0.061795101,0.0604413,0.411241397,0,0.044946101,0,0,3,0,0,1,1,7,0,1,0,0,1,0,0,27/09/2015 17:00,0.043292601,0.0100836,0.222150646,0,0.105214998,0,0,2,0,1,1,1,9,0,1,0,0,0,0,1,0.578423899,0.380741845,0.578423899,0.380741845,0.167182501,0.158591199,2015,SerieA
Verona -- Lazio,0.046650302,0,0.1031221,0,1.376877006,0,0,0,0,1,1,0,2,0,3,0,0,0,0,1,27/09/2015 17:00,0.187004004,0.180377197,1.137251657,0.761218011,0.0160373,1,0,0,1,0,2,3,6,1,1,1,0,0,1,0,1.526649408,2.281888169,1.526649408,1.520670158,1.423527308,0.3834185,2015,SerieA
Inter -- Fiorentina,0.027548799,0.038461901,0.0101984,0,1.357260972,0,0,1,0,1,1,1,1,0,2,0,0,0,0,1,27/09/2015 22:45,0.087137401,0.0286482,2.263992198,0.761299014,0.027635001,0,0,7,1,0,1,1,8,1,1,0,0,3,1,0,1.433470073,3.168711813,1.433470073,2.407412799,1.423271673,0.143420601,2015,SerieA
Frosinone -- Empoli,0.043332901,0.088251501,1.655881314,0,0,0,0,4,0,0,1,1,8,0,0,0,0,2,0,0,28/09/2015 21:00,0.181140602,0.021959599,0.855274677,0,0.049040199,2,0,2,0,1,3,1,6,0,3,0,0,0,0,0,1.787465716,1.107415077,1.787465716,1.107415077,0.131584402,0.2521404,2015,SerieA
Atalanta -- Sampdoria,0,0.259354603,1.770136151,0,0,0,1,4,0,0,0,3,15,0,0,0,0,1,0,0,28/09/2015 23:00,0,0,0.782529115,0,0,0,0,4,0,0,0,0,9,0,0,0,0,1,0,0,2.029490754,0.782529115,2.029490754,0.782529115,0.259354603,0,2015,SerieA
Carpi -- Torino,0.066559002,0,0.397965107,0,0.415607989,0,0,2,0,1,1,0,5,0,1,0,0,1,0,0,03/10/2015 20:00,0.073640198,0.0472271,0.323411179,0.761299014,0.00856029,0,0,2,1,0,1,2,9,1,1,0,0,0,1,0,0.880132098,1.21413778,0.880132098,0.452838765,0.482166991,0.129427587,2015,SerieA
Chievo -- Verona,0,0.476828201,1.123660413,0,0.071334101,0,1,5,0,1,0,2,14,0,1,0,0,1,0,0,03/10/2015 22:45,0,0.117054,0.406239508,0,0.593172014,0,0,2,0,1,0,1,8,0,1,0,0,0,0,1,1.671822715,1.116465522,1.671822715,1.116465522,0.548162302,0.710226014,2015,SerieA
Empoli -- Sassuolo,0.052544702,0.0782921,0.652605794,0,0.053654801,0,1,3,0,0,1,2,14,0,1,0,1,0,0,0,04/10/2015 14:30,0,0,0.275515398,0,0.0225228,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0.837097397,0.298038198,0.837097397,0.298038198,0.184491603,0.0225228,2015,SerieA
Palermo -- Roma,0.118391301,0.147032203,0.822653987,0,0.183244996,0,2,3,0,0,2,2,8,0,2,0,1,1,0,0,04/10/2015 17:00,0,0.110451996,1.924006823,0,0,0,0,8,0,0,0,1,12,0,0,0,0,4,0,0,1.271322487,2.03445882,1.271322487,2.03445882,0.4486685,0.110451996,2015,SerieA
Sampdoria -- Inter,0,0.198569499,2.423669564,0,0,0,2,4,0,0,0,3,12,0,0,0,0,1,0,0,04/10/2015 17:00,0,0.181961598,1.73157318,0,0,0,1,6,0,0,0,3,14,0,0,0,0,1,0,0,2.622239063,1.913534778,2.622239063,1.913534778,0.198569499,0.181961598,2015,SerieA
Udinese -- Genoa,0.041252501,0.425461989,0.278963901,0,0.619648993,0,0,2,0,1,1,2,5,0,1,0,0,0,0,1,04/10/2015 17:00,0,0.073219601,0.5009341,0.761299014,0.086905397,0,2,4,1,0,0,2,14,1,2,0,0,0,1,0,1.365327384,1.422358112,1.365327384,0.661059098,1.086363483,0.160124999,2015,SerieA
Juventus -- Bologna,0.082359798,0.309285998,2.261670382,0.761299014,0,0,0,7,1,0,1,1,16,1,0,0,0,2,1,0,04/10/2015 20:00,0.052785501,0,0.086570203,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,3.414615192,0.139355704,2.653316178,0.139355704,0.391645797,0.052785501,2015,SerieA
Lazio -- Frosinone,0,0.65366381,3.088257127,0,0.067023098,0,1,9,0,0,0,4,24,0,1,0,0,2,0,0,04/10/2015 20:00,0.033692099,0.390567988,0.314737909,0,0,1,0,5,0,0,1,1,10,0,0,0,0,0,0,0,3.808944036,0.738997996,3.808944036,0.738997996,0.720686909,0.424260087,2015,SerieA
AC Milan -- Napoli,0.095388897,0.0487068,0.208971099,0,0.0272766,1,0,0,0,1,1,1,10,0,1,0,0,0,0,0,04/10/2015 22:45,0.044248201,0,1.77025149,0,0,1,0,3,0,0,1,0,10,0,0,1,0,2,0,0,0.380343395,1.814499691,0.380343395,1.814499691,0.171372296,0.044248201,2015,SerieA
Fiorentina -- Atalanta,0.163995802,0.0689493,2.247062086,0.761299014,0,0,1,7,1,0,2,3,23,1,0,0,0,2,1,0,04/10/2015 22:45,0,0.020583401,0.441320587,0,0.0172786,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,3.241306202,0.479182588,2.480007188,0.479182588,0.232945102,0.037862001,2015,SerieA
Roma -- Empoli,0.066837803,0.447982013,1.081898797,0,0,1,1,3,0,0,1,1,7,0,0,1,1,1,0,0,17/10/2015 20:00,0,0.110161999,0.4428315,0,0,0,1,5,0,0,0,2,11,0,0,0,0,1,0,0,1.596718613,0.552993499,1.596718613,0.552993499,0.514819816,0.110161999,2015,SerieA
Torino -- AC Milan,0,0.0196805,0.316735329,0,0,0,0,2,0,0,0,1,5,0,0,0,0,1,0,0,17/10/2015 22:45,0.126220498,0,0.668271804,0,0,0,0,2,0,0,2,0,6,0,0,0,0,1,0,0,0.336415829,0.794492302,0.336415829,0.794492302,0.0196805,0.126220498,2015,SerieA
Bologna -- Palermo,0,0,1.105094594,0,0.618810695,0,0,5,0,1,0,0,15,0,2,0,0,0,0,0,18/10/2015 14:30,0,0.030134199,1.635247299,0,0,0,0,2,0,0,0,1,8,0,0,0,0,1,0,0,1.723905289,1.665381499,1.723905289,1.665381499,0.618810695,0.030134199,2015,SerieA
Atalanta -- Carpi,0.049998999,0.0518377,1.351027813,0.761299014,0.0244496,0,2,4,1,0,1,2,9,1,2,0,1,1,1,0,18/10/2015 17:00,0.066157803,0.707350407,0.256776419,0,0,0,2,3,0,0,1,5,7,0,0,0,0,0,0,0,2.238613126,1.030284629,1.477314112,1.030284629,0.126286299,0.77350821,2015,SerieA
Frosinone -- Sampdoria,0.045512602,0.129191998,1.032764114,0,0.02396841,1,1,2,0,0,1,2,9,0,2,0,1,1,0,0,18/10/2015 17:00,0,0.1246517,1.291867904,0,0.020017801,0,0,2,0,0,0,2,16,0,1,0,0,0,0,0,1.231437123,1.436537405,1.231437123,1.436537405,0.19867301,0.144669501,2015,SerieA
Genoa -- Chievo,0.042849801,0.031883699,1.174934702,0,0,1,1,4,0,0,1,2,9,0,0,0,0,3,0,0,18/10/2015 17:00,0,0.173755504,1.850530808,0,0.118569195,0,1,2,0,0,0,3,16,0,2,0,0,2,0,0,1.249668202,2.142855507,1.249668202,2.142855507,0.0747335,0.292324699,2015,SerieA
Napoli -- Fiorentina,0.090174299,0.370074004,1.308337778,0,0.496030986,1,0,5,0,0,2,1,9,0,1,0,0,2,0,0,18/10/2015 17:00,0.060625199,0.066235997,0.547392898,0,0.00809923,0,0,3,0,0,1,1,7,0,1,0,0,1,0,0,2.264617067,0.682353324,2.264617067,0.682353324,0.956279289,0.134960426,2015,SerieA
