fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,date,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Manchester United -- Liverpool,0.072015204,0,0.532437193,0.761169016,0.0964424,0,0,1,1,1,1,0,5,1,2,0,0,1,1,1,12/09/2015 20:30,0.036343999,0.80949802,0.179873496,0,0,0,1,2,0,0,1,3,4,0,0,0,1,0,0,0,1.462063814,1.025715515,0.700894797,1.025715515,0.168457604,0.845842019,2015,EPL
Sunderland -- Tottenham,0,0,1.040695997,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,13/09/2015 16:30,0,0.080823999,1.37532857,0,0,0,2,2,0,0,0,2,13,0,0,0,0,1,0,0,1.040695997,1.456152569,1.040695997,1.456152569,0,0.080823999,2015,EPL
Leicester -- Aston Villa,0.079488203,0.066373497,1.133440985,0,0.071221501,0,1,5,0,0,1,1,18,0,1,0,1,2,0,0,13/09/2015 19:00,0,0.165968296,0.773122285,0,0.01409,0,1,3,0,0,0,4,6,0,1,0,1,1,0,0,1.350524186,0.95318058,1.350524186,0.95318058,0.217083201,0.180058296,2015,EPL
West Ham -- Newcastle United,0.059174601,0.182998002,1.673896007,0,0.0244356,0,1,2,0,0,1,2,13,0,1,0,0,2,0,0,14/09/2015 23:00,0,0.053464498,0.664260116,0,0,0,0,4,0,0,0,3,11,0,0,0,0,0,0,0,1.94050421,0.717724614,1.94050421,0.717724614,0.266608203,0.053464498,2015,EPL
Chelsea -- Arsenal,0.114892997,0,1.604817926,0,0.348989993,0,0,5,0,1,1,0,20,0,1,0,0,0,0,1,19/09/2015 15:45,0.091158003,0.0193347,0.664819259,0,0,0,0,2,0,0,1,1,8,0,0,0,0,0,0,0,2.068700916,0.775311962,2.068700916,0.775311962,0.46388299,0.110492703,2015,EPL
Aston Villa -- West Bromwich Albion,0.190414596,0,0.641564415,0,0.044739898,1,0,2,0,0,3,0,9,0,1,0,0,0,0,0,19/09/2015 18:00,0,0.028174199,0.606908405,0,0,0,0,6,0,0,0,1,10,0,0,0,0,1,0,0,0.876718909,0.635082604,0.876718909,0.635082604,0.235154495,0.028174199,2015,EPL
Bournemouth -- Sunderland,0.165611602,0.062438198,0.367367793,0,0.048916901,1,1,3,0,0,3,3,7,0,2,0,1,1,0,0,19/09/2015 18:00,0.071782801,0,0.433495284,0,0.35047099,1,0,1,0,0,2,0,6,0,1,0,0,0,0,0,0.644334495,0.855749075,0.644334495,0.855749075,0.276966702,0.422253791,2015,EPL
Newcastle United -- Watford,0,0.0332301,1.117908647,0,0,0,1,4,0,0,0,2,13,0,0,0,0,1,0,0,19/09/2015 18:00,0,0.041056599,1.298547689,0,0,0,0,4,0,0,0,2,11,0,0,0,0,2,0,0,1.151138747,1.339604288,1.151138747,1.339604288,0.0332301,0.041056599,2015,EPL
Stoke -- Leicester,0.079114497,0,0.953199436,0,0.114856496,1,0,3,0,0,1,0,8,0,2,0,0,2,0,0,19/09/2015 18:00,0,0.0600545,0.404597598,0.761169016,0,0,0,4,1,0,0,2,9,1,0,0,0,1,1,0,1.147170429,1.225821114,1.147170429,0.464652098,0.193970993,0.0600545,2015,EPL
Swansea -- Everton,0.0590952,0.0167011,0.716328997,0,0.072741799,0,0,3,0,0,1,1,9,0,1,0,0,0,0,0,19/09/2015 18:00,0.107321002,0.0586055,1.479360817,0,0.143833302,0,0,0,0,1,1,2,12,0,2,0,0,0,0,0,0.864867097,1.78912062,0.864867097,1.78912062,0.1485381,0.309759803,2015,EPL
Manchester City -- West Ham,0,0.217986902,2.935870849,0,0.075612999,0,3,5,0,0,0,5,21,0,1,0,0,1,0,0,19/09/2015 20:30,0,0.722136676,0.273136899,0,0,0,1,2,0,0,0,2,4,0,0,0,1,1,0,0,3.22947075,0.995273575,3.22947075,0.995273575,0.293599902,0.722136676,2015,EPL
Tottenham -- Crystal Palace,0.142659098,0.124660701,0.748408209,0,0,1,0,5,0,0,3,2,16,0,0,0,0,1,0,0,20/09/2015 16:30,0.072580799,0.261163399,0.212389901,0,0,1,1,2,0,0,1,3,8,0,0,0,0,0,0,0,1.015728007,0.546134099,1.015728007,0.546134099,0.267319798,0.333744198,2015,EPL
Liverpool -- Norwich,0,0.132370798,1.773500503,0,0,0,0,7,0,0,0,2,21,0,0,0,0,1,0,0,20/09/2015 19:00,0,0.093195997,0.463074482,0,0,0,1,1,0,0,0,1,6,0,0,0,1,0,0,0,1.905871301,0.556270479,1.905871301,0.556270479,0.132370798,0.093195997,2015,EPL
Southampton -- Manchester United,0,0.190841002,1.792265078,0,0.054807398,0,3,5,0,0,0,4,10,0,1,0,0,2,0,0,20/09/2015 19:00,0.168686099,0.095520198,1.42419581,0,0,0,0,3,0,0,2,1,7,0,0,0,0,3,0,0,2.037913479,1.688402108,2.037913479,1.688402108,0.245648401,0.264206298,2015,EPL
Tottenham -- Manchester City,0.050000198,0.120343998,1.73338148,0,0.435833007,0,0,6,0,2,1,1,11,0,2,0,0,2,0,2,26/09/2015 15:45,0.084942199,0.157088101,1.299978223,0,0.040564101,1,0,7,0,0,2,3,16,0,1,0,0,1,0,0,2.339558683,1.582572624,2.339558683,1.582572624,0.606177203,0.282594401,2015,EPL
Leicester -- Arsenal,0,0.117809802,1.267353726,0,0,0,1,6,0,0,0,3,13,0,0,0,0,2,0,0,26/09/2015 18:00,0,0.057646301,3.853179147,0,0,0,0,11,0,0,0,1,26,0,0,0,0,5,0,0,1.385163528,3.910825447,1.385163528,3.910825447,0.117809802,0.057646301,2015,EPL
Liverpool -- Aston Villa,0.0971887,0.020228401,1.659857592,0,0.0129246,2,0,9,0,1,2,1,17,0,1,0,0,3,0,0,26/09/2015 18:00,0,0.043835402,0.807273775,0,0.040945601,0,0,4,0,0,0,1,8,0,1,0,0,2,0,0,1.790199293,0.892054778,1.790199293,0.892054778,0.130341701,0.084781002,2015,EPL
Manchester United -- Sunderland,0.164370202,0,2.71072365,0,0.0220035,1,0,6,0,0,2,0,9,0,1,0,0,3,0,0,26/09/2015 18:00,0,0,0.191534304,0,0.704964999,0,0,2,0,2,0,0,6,0,3,0,0,0,0,0,2.897097351,0.896499303,2.897097351,0.896499303,0.186373701,0.704964999,2015,EPL
Southampton -- Swansea,0.0622858,0.69005919,0.777227793,0,0.031937402,1,2,3,0,0,1,3,12,0,1,0,1,1,0,0,26/09/2015 18:00,0.082154296,0,0.582193893,0.761169016,0,0,0,3,1,0,1,0,10,1,0,0,0,0,1,0,1.561510184,1.425517206,1.561510184,0.66434819,0.784282391,0.082154296,2015,EPL
Stoke -- Bournemouth,0,0,1.571753912,0,0.373080093,0,0,2,0,3,0,0,5,0,3,0,0,1,0,1,26/09/2015 18:00,0.089092299,0,0.680681122,0,0.1087007,1,0,4,0,1,2,0,8,0,2,0,0,1,0,0,1.944834005,0.878474122,1.944834005,0.878474122,0.373080093,0.197792999,2015,EPL
West Ham -- Norwich,0.046538401,0.1407094,1.80936028,0,0.672042666,0,1,4,0,2,1,2,13,0,3,0,0,1,0,1,26/09/2015 18:00,0.0438645,0.067460101,1.274706194,0,0,0,0,7,0,0,1,2,13,0,0,0,0,2,0,0,2.668650747,1.386030795,2.668650747,1.386030795,0.859290468,0.111324601,2015,EPL
Newcastle United -- Chelsea,0,0.0537965,0.648312689,0,0,0,1,4,0,0,0,1,10,0,0,0,1,1,0,0,26/09/2015 20:30,0.096766803,0.039677199,0.78914579,0,0.380335003,1,0,2,0,1,2,1,12,0,1,1,0,1,0,0,0.702109189,1.305924796,0.702109189,1.305924796,0.0537965,0.516779006,2015,EPL
Watford -- Crystal Palace,0.125268701,0.102040999,0.371083692,0,0.0890382,0,0,1,0,1,2,1,8,0,4,0,0,0,0,0,27/09/2015 19:00,0.1942049,0.087458602,1.057979146,0.761169016,0.235736603,1,0,0,1,1,3,2,8,1,2,0,0,0,1,0,0.687431592,2.336548268,0.687431592,1.575379252,0.3163479,0.517400105,2015,EPL
West Bromwich Albion -- Everton,0,0.654366419,0.623205491,0,0,0,1,3,0,0,0,2,7,0,0,0,1,1,0,0,28/09/2015 23:00,0.066863403,0.203496002,2.031234174,0,0,0,0,4,0,0,1,2,9,0,0,0,0,3,0,0,1.27757191,2.301593578,1.27757191,2.301593578,0.654366419,0.270359404,2015,EPL
