fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Borussia M.Gladbach -- Bayern Munich,0,0.070774999,1.752706412,0,0.164283097,0,2,2,0,0,0,2,7,0,2,0,0,1,0,0,0,0.583797393,2.369477991,0,0,0,1,8,0,0,0,6,15,0,0,13/08/2021 18:30,0,1,0,0,0,1.987764508,2.953275384,1.987764508,2.953275384,0.235058095,0.583797393,2021,Bundesliga
Arminia Bielefeld -- Freiburg,0,0.0128281,0.514322708,0,0.047881151,0,0,3,0,0,0,1,6,0,3,0,0,0,0,0,0,0.065266903,1.064223027,0,0.544512883,0,1,4,0,0,0,3,9,0,3,14/08/2021 13:30,0,0,0,0,0,0.575031959,1.674002812,0.575031959,1.674002812,0.06070925,0.609779785,2021,Bundesliga
Augsburg -- Hoffenheim,0,0.190302499,0.544355582,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0.064079098,0,3.41080089,0,0,0,0,8,0,0,1,0,14,0,0,14/08/2021 13:30,0,0,4,0,0,0.734658081,3.474879988,0.734658081,3.474879988,0.190302499,0.064079098,2021,Bundesliga
Union Berlin -- Bayer Leverkusen,0,0.045336299,0.398504896,0,0,0,1,4,0,0,0,1,7,0,0,0,0,1,0,0,0,0.228525899,0.568672698,0,0,0,0,3,0,0,0,4,12,0,0,14/08/2021 13:30,0,0,1,0,0,0.443841195,0.797198597,0.443841195,0.797198597,0.045336299,0.228525899,2021,Bundesliga
VfB Stuttgart -- Greuther Fuerth,0,1.315552205,2.956826067,0,0,0,3,12,0,0,0,6,25,0,0,0,2,3,0,0,0,0.0149645,1.299694283,0,0,0,0,4,0,0,0,1,7,0,0,14/08/2021 13:30,0,0,1,0,0,4.272378271,1.314658783,4.272378271,1.314658783,1.315552205,0.0149645,2021,Bundesliga
Wolfsburg -- Bochum,0.119106002,0.104804102,1.806057904,0.757776976,0,0,1,6,1,0,1,2,15,1,0,0,0,1,0,0,0,0.020835301,0.153559497,0,0.123815,0,0,1,0,0,0,1,5,0,1,14/08/2021 13:30,0,0,0,0,0,2.787744984,0.298209798,2.029968008,0.298209798,0.223910104,0.144650301,2021,Bundesliga
Borussia Dortmund -- Eintracht Frankfurt,0.050559402,0,2.742661174,0,0.093141101,0,0,7,0,0,1,0,12,0,1,0,0,5,0,0,0,0.425915398,0.960453615,0,0,0,1,2,0,0,0,3,7,0,0,14/08/2021 16:30,0,1,0,0,0,2.886361677,1.386369012,2.886361677,1.386369012,0.143700503,0.425915398,2021,Bundesliga
Mainz 05 -- RasenBallsport Leipzig,0,0.984282497,0.2927795,0,0.00846283,0,1,1,0,0,0,3,4,0,1,0,1,0,0,0,0.051467199,0.323865205,0.453565808,0,0.0129159,0,1,1,0,0,1,5,6,0,1,15/08/2021 13:30,0,0,0,0,0,1.285524827,0.841814112,1.285524827,0.841814112,0.992745328,0.388248304,2021,Bundesliga
FC Cologne -- Hertha Berlin,0,0,1.503277818,0,0.123641402,0,0,4,0,1,0,0,12,0,2,0,0,3,0,0,0.055709898,0,0.969994215,0,1.098569483,0,0,2,0,3,1,0,6,0,3,15/08/2021 15:30,0,0,0,0,1,1.626919219,2.124273596,1.626919219,2.124273596,0.123641402,1.154279381,2021,Bundesliga
RasenBallsport Leipzig -- VfB Stuttgart,0.076781601,0.136863598,1.860993123,0.757776976,0.035797201,2,0,8,1,0,2,4,19,1,1,1,0,2,1,0,0,0.0163101,0.905299515,0,0.037501499,0,1,3,0,1,0,1,9,0,1,20/08/2021 18:30,0,0,0,0,0,2.868212498,0.959111113,2.110435522,0.959111113,0.249442399,0.053811599,2021,Bundesliga
