fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,date,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Monaco -- Paris Saint Germain,0.0,0.0,0.11488480120897293,0.0,0.020684799179434776,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2015-08-30 23:00:00,0.0,0.039047498255968094,2.1019658111035824,0.0,0.0,0,0,8,0,0,0,1,18,0,0,2015-08-30 23:00:00,0,0,3,0,0,0.1355696003884077,2.1410133093595505,0.1355696003884077,2.1410133093595505,0.020684799179434776,0.039047498255968094,2015,Ligue1
Paris Saint Germain -- Bordeaux,0.06556670367717743,0.15807699784636497,1.315435809083283,0.0,0.0118581997230649,1,0,4,0,0,1,3,14,0,1,1,0,1,0,0,2015-09-11 22:30:00,0.06937900185585022,0.06052740104496479,0.5434796009212732,0.0,0.18466589599847794,0,1,1,0,1,1,3,4,0,2,2015-09-11 22:30:00,0,1,1,0,0,1.5509377103298903,0.8580518998205662,1.5509377103298903,0.8580518998205662,0.2355019012466073,0.31457229889929295,2015,Ligue1
Lyon -- Lille,0.05717340111732483,0.07301850244402885,0.5950388964265585,0.0,0.1254354016855359,0,0,2,0,4,1,2,6,0,4,0,0,0,0,0,2015-09-12 19:00:00,0.0,0.0,0.20095779933035374,0.0,0.2712337002158165,0,0,3,0,0,0,0,7,0,2,2015-09-12 19:00:00,0,0,0,0,0,0.8506662016734481,0.47219149954617023,0.8506662016734481,0.47219149954617023,0.2556273052468896,0.2712337002158165,2015,Ligue1
Lorient -- Angers,0.0,0.0910267997533083,1.2689611027017236,0.0,0.0,0,1,5,0,0,0,3,11,0,0,0,0,3,0,0,2015-09-12 22:00:00,0.0,0.02011610008776188,0.31221950612962246,0.0,0.4055910110473633,0,0,0,0,1,0,1,5,0,1,2015-09-12 22:00:00,0,0,0,0,1,1.3599879024550319,0.7379266172647476,1.3599879024550319,0.7379266172647476,0.0910267997533083,0.42570711113512516,2015,Ligue1
Montpellier -- Saint-Etienne,0.07804859802126884,1.1437985207885504,0.15562330093234777,0.0,0.17638099938631058,1,2,3,0,2,2,6,6,0,3,0,0,0,0,1,2015-09-12 22:00:00,0.06110439822077751,0.02932089939713478,0.7957415888085961,0.0,0.12167999893426895,0,0,2,0,1,1,1,9,0,1,2015-09-12 22:00:00,0,0,1,0,1,1.5538514191284776,1.0078468853607774,1.5538514191284776,1.0078468853607774,1.3982281181961298,0.21210529655218124,2015,Ligue1
Nice -- Guingamp,0.052796099334955215,0.0,0.7459033969789743,0.0,0.0,0,0,1,0,0,1,0,15,0,0,0,0,0,0,0,2015-09-12 22:00:00,0.0,0.0478351004421711,1.1257062312215567,0.0,0.044133398681879044,0,0,3,0,0,0,1,6,0,1,2015-09-12 22:00:00,0,0,1,0,0,0.7986994963139296,1.2176747303456068,0.7986994963139296,1.2176747303456068,0.052796099334955215,0.09196849912405014,2015,Ligue1
Toulouse -- Reims,0.0,0.03685209900140762,2.186471663415432,0.0,0.0,0,1,4,0,0,0,1,14,0,0,0,1,1,0,0,2015-09-12 22:00:00,0.0,0.0,0.31688450183719397,0.0,0.42522698640823364,0,0,4,0,1,0,0,10,0,1,2015-09-12 22:00:00,0,0,1,0,1,2.2233237624168396,0.7421114882454276,2.2233237624168396,0.7421114882454276,0.03685209900140762,0.42522698640823364,2015,Ligue1
Troyes -- Caen,0.0,0.07290800008922815,0.3314037914387882,0.0,0.0,0,3,3,0,0,0,3,11,0,0,0,1,0,0,0,2015-09-12 22:00:00,0.0,0.6336276009678841,1.0339846760034561,0.0,0.0,0,2,6,0,0,0,3,12,0,0,2015-09-12 22:00:00,0,1,2,0,0,0.40431179152801633,1.6676122769713402,0.40431179152801633,1.6676122769713402,0.07290800008922815,0.6336276009678841,2015,Ligue1
GFC Ajaccio -- Monaco,0.041854001581668854,0.18932019919157028,0.6883287904784083,0.0,0.051180798560380936,0,0,4,0,0,1,4,18,0,1,0,0,0,0,0,2015-09-13 16:00:00,0.1083254013210535,0.0,2.113706786185503,0.7600950002670288,0.0,0,0,7,1,0,2,0,10,1,0,2015-09-13 16:00:00,0,0,0,1,0,0.9706837898120284,2.9821271877735853,0.9706837898120284,2.2220321875065565,0.28235499933362007,0.1083254013210535,2015,Ligue1
Nantes -- Rennes,0.14849210157990456,0.06877479702234268,0.368197588250041,0.0,0.0,0,0,3,0,0,3,1,6,0,0,0,0,0,0,0,2015-09-13 19:00:00,0.04969700053334236,0.21621499955654144,1.9703525584191084,0.0,0.22176350839436054,1,0,5,0,0,1,1,11,0,3,2015-09-13 19:00:00,0,0,2,0,0,0.5854644868522882,2.4580280669033527,0.5854644868522882,2.4580280669033527,0.21726689860224724,0.48767550848424435,2015,Ligue1
