fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,date,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Cagliari -- Verona,0,0.200933501,1.693871115,0,0.245504007,0,0,4,0,0,0,2,9,0,1,0,0,1,0,0,29/09/2019 16:00,0,0.472893402,1.425146702,0,0.298518002,0,0,4,0,0,0,3,9,0,1,0,0,1,0,0,2.140308623,2.196558106,2.140308623,2.196558106,0.446437508,0.771411404,2019,SerieA
AC Milan -- Fiorentina,0,0,0.593975702,0,0,0,0,3,0,0,0,0,11,0,0,0,0,1,0,0,29/09/2019 18:45,0,0.048710199,1.409152301,1.522598028,0.0289695,0,0,5,2,0,0,2,11,2,1,0,0,2,1,0,0.593975702,3.009430028,0.593975702,1.486832,0,0.077679699,2019,SerieA
Parma Calcio 1913 -- Torino,0.079013601,0.165471703,2.264591089,0.761299014,0,0,0,4,1,0,2,4,14,1,0,0,0,3,0,0,30/09/2019 18:45,0,0.040936202,0.728091316,0.761299014,0.168907598,0,1,2,1,2,0,1,4,1,2,0,0,1,1,0,3.270375406,1.69923413,2.509076392,0.937935116,0.244485304,0.209843799,2019,SerieA
SPAL 2013 -- Parma Calcio 1913,0,0.058063701,1.273128712,0,0,0,0,7,0,0,0,2,14,0,0,0,0,1,0,0,05/10/2019 14:00,0.075525498,0.070683002,0.092733698,0,0,0,0,1,0,0,2,1,5,0,0,0,0,0,0,0,1.331192412,0.238942198,1.331192412,0.238942198,0.058063701,0.1462085,2019,SerieA
Verona -- Sampdoria,0.166200995,0.330149112,0.1710325,0,0,0,1,2,0,0,1,3,4,0,0,0,1,0,0,0,05/10/2019 17:00,0,0.102109602,0.560730495,0,0.068560503,0,0,2,0,0,0,2,11,0,2,0,0,0,0,0,0.667382608,0.7314006,0.667382608,0.7314006,0.496350108,0.170670105,2019,SerieA
Genoa -- AC Milan,0.086167298,0.333202913,0.477351107,0.761299014,0,1,0,4,1,0,2,3,8,1,0,1,0,0,0,0,05/10/2019 19:45,0.052502099,0,0.323751697,0.761299014,0.067069001,1,0,3,1,1,1,0,6,1,1,0,0,0,1,1,1.658020332,1.204621812,0.896721318,0.443322798,0.419370212,0.119571101,2019,SerieA
Fiorentina -- Udinese,0.113498002,0.292714907,0.703354713,0,0.050096501,0,1,2,0,1,1,7,7,0,1,0,1,0,0,0,06/10/2019 11:30,0,0,0.774024915,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1.159664122,0.774024915,1.159664122,0.774024915,0.45630941,0,2019,SerieA
Atalanta -- Lecce,0,0.85077521,3.430957617,0,0.120724998,0,2,13,0,0,0,6,23,0,1,0,0,3,0,0,06/10/2019 14:00,0,0,0.434282802,0,0.564900994,0,0,1,0,1,0,0,6,0,1,0,0,0,0,1,4.402457826,0.999183796,4.402457826,0.999183796,0.971500209,0.564900994,2019,SerieA
Bologna -- Lazio,0.032831799,0,3.395845111,0,0,0,0,8,0,0,1,0,17,0,0,0,0,2,0,0,06/10/2019 14:00,0.132189602,0.0188896,0.685808204,0.761299014,0,0,0,4,0,0,2,1,8,1,0,0,0,2,0,0,3.428676911,1.59818642,3.428676911,0.836887406,0.032831799,0.151079202,2019,SerieA
Roma -- Cagliari,0.035471201,0.104817098,1.248735977,0,0.033434201,0,1,5,0,0,1,3,15,0,2,0,0,0,0,0,06/10/2019 14:00,0.0572467,0,0.169061218,0.761299014,0.045770101,0,0,1,1,0,1,0,6,1,1,0,0,0,1,0,1.422458477,1.033377033,1.422458477,0.272078019,0.1737225,0.103016801,2019,SerieA
