fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,date,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Almeria -- Cordoba,0.0,0.24362300336360931,0.7678502853959799,0.0,0.024809900671243668,0,0,2,0,0,0,4,7,0,1,0,0,1,0,0,2014-09-12 20:00:00,0.04843379929661751,0.0,0.7152223084121943,0.0,0.0,1,0,3,0,0,1,0,10,0,0,2014-09-12 20:00:00,0,0,1,0,0,1.0362831894308329,0.7636561077088118,1.0362831894308329,0.7636561077088118,0.268432904034853,0.04843379929661751,2014,La Liga
Barcelona -- Athletic Club,0.0,0.0,2.177203617990017,0.0,0.0,0,0,8,0,0,0,0,14,0,0,0,0,2,0,0,2014-09-13 15:00:00,0.0,0.0,0.09797069802880287,0.0,0.0,0,0,2,0,0,0,0,3,0,0,2014-09-13 15:00:00,0,0,0,0,0,2.177203617990017,0.09797069802880287,2.177203617990017,0.09797069802880287,0.0,0.0,2014,La Liga
Malaga -- Levante,0.0,0.19134080037474632,0.628384199924767,0.0,0.0,0,3,4,0,0,0,6,12,0,0,0,0,0,0,0,2014-09-13 17:00:00,0.054110199213027954,0.03405430167913437,0.2701010024175048,0.0,0.0,0,0,0,0,0,1,1,8,0,0,2014-09-13 17:00:00,0,0,0,0,0,0.8197250002995133,0.3582655033096671,0.8197250002995133,0.3582655033096671,0.19134080037474632,0.08816450089216232,2014,La Liga
Real Madrid -- Atletico Madrid,0.08920449763536453,0.08011550083756447,0.6751818051561713,0.7432780265808105,0.0,1,0,2,1,0,1,3,16,1,0,0,0,0,1,0,2014-09-13 19:00:00,0.0,0.5754658821970224,0.5350711904466152,0.0,0.0,0,1,1,0,0,0,2,7,0,0,2014-09-13 19:00:00,0,1,1,0,0,1.5877798302099109,1.1105370726436377,0.8445018036291003,1.1105370726436377,0.169319998472929,0.5754658821970224,2014,La Liga
Celta Vigo -- Real Sociedad,0.07969950139522552,0.032784998416900635,3.101097786799073,0.0,0.09628330171108246,0,0,5,0,1,1,1,11,0,1,0,0,2,0,0,2014-09-13 21:00:00,0.0,0.09228959865868092,1.2008962417021394,0.0,0.01824519969522953,0,0,5,0,0,0,4,14,0,1,2014-09-13 21:00:00,0,0,1,0,0,3.309865588322282,1.3114310400560498,3.309865588322282,1.3114310400560498,0.20876780152320862,0.11053479835391045,2014,La Liga
Rayo Vallecano -- Elche,0.17218409478664398,0.06011839956045151,0.44486425537616014,0.7432780265808105,0.0,0,1,2,1,0,2,2,9,1,0,0,0,1,1,0,2014-09-14 11:00:00,0.09166839718818665,0.08492709789425135,0.39403610676527023,0.0,0.0,2,1,2,0,0,2,2,7,0,0,2014-09-14 11:00:00,1,0,2,0,0,1.4204447763040662,0.5706316018477082,0.6771667497232556,0.5706316018477082,0.2323024943470955,0.176595495082438,2014,La Liga
Valencia -- Espanyol,0.0,0.040532100945711136,1.8214618768543005,0.0,0.0,0,0,6,0,0,0,1,10,0,0,0,0,3,0,0,2014-09-14 16:00:00,0.0,0.16591619700193405,0.1830831989645958,0.743149995803833,0.0,0,0,2,1,0,0,2,5,1,0,2014-09-14 16:00:00,0,0,0,1,0,1.8619939778000116,1.0921493917703629,1.8619939778000116,0.34899939596652985,0.040532100945711136,0.16591619700193405,2014,La Liga
Sevilla -- Getafe,0.060575198382139206,0.03849349915981293,1.05556701682508,0.7430210113525391,0.14212599396705627,1,1,1,1,0,1,1,8,1,1,0,0,1,1,0,2014-09-14 18:00:00,0.0,0.22329969890415668,0.07843801006674767,0.0,0.0,0,1,0,0,0,0,3,4,0,0,2014-09-14 18:00:00,0,0,0,0,0,2.0397827196866274,0.30173770897090435,1.2967617083340883,0.30173770897090435,0.2411946915090084,0.22329969890415668,2014,La Liga
Granada -- Villarreal,0.0,0.09898459911346436,0.25643299520015717,0.0,0.06578019820153713,0,1,2,0,0,0,2,5,0,2,0,0,0,0,0,2014-09-14 20:00:00,0.0,0.16628580261021852,0.4685684069991112,0.0,0.0,0,1,2,0,0,0,3,11,0,0,2014-09-14 20:00:00,0,0,0,0,0,0.42119779251515865,0.6348542096093297,0.42119779251515865,0.6348542096093297,0.1647647973150015,0.16628580261021852,2014,La Liga
Eibar -- Deportivo La Coruna,0.0,0.0,0.38201851351186633,0.0,0.030703000724315643,0,0,2,0,0,0,0,12,0,2,0,0,0,0,0,2014-09-15 19:45:00,0.0,0.0,0.6587240807712078,0.0,0.013853499665856361,0,0,1,0,0,0,0,3,0,1,2014-09-15 19:45:00,0,0,1,0,0,0.412721514236182,0.6725775804370642,0.412721514236182,0.6725775804370642,0.030703000724315643,0.013853499665856361,2014,La Liga
Elche -- Eibar,0.0,0.15785159822553396,0.8428606647066772,0.0,0.032829400151968,0,2,3,0,1,0,4,10,0,1,0,0,0,0,0,2014-09-19 20:00:00,0.0,0.602812398225069,0.3002451118081808,0.0,0.0,0,3,1,0,0,0,4,4,0,0,2014-09-19 20:00:00,0,1,1,0,0,1.0335416630841792,0.9030575100332499,1.0335416630841792,0.9030575100332499,0.19068099837750196,0.602812398225069,2014,La Liga
Deportivo La Coruna -- Real Madrid,0.0,0.0,1.0050800973549485,0.7432780265808105,0.0,0,0,4,1,0,0,0,13,1,0,0,0,1,1,0,2014-09-20 15:00:00,0.05147460103034973,0.0,2.029150178655982,0.0,0.0,0,0,13,0,0,1,0,18,0,0,2014-09-20 15:00:00,0,0,8,0,0,1.748358123935759,2.0806247796863317,1.0050800973549485,2.0806247796863317,0.0,0.05147460103034973,2014,La Liga
Athletic Club -- Granada,0.0,0.10759420040994883,0.30750029999762774,0.0,0.03757379949092865,0,1,4,0,0,0,2,10,0,1,0,0,0,0,0,2014-09-20 17:00:00,0.0,0.03808300010859966,0.3478829860687256,0.0,0.0,0,1,1,0,0,0,2,1,0,0,2014-09-20 17:00:00,0,0,1,0,0,0.4526682998985052,0.38596598617732525,0.4526682998985052,0.38596598617732525,0.14516799990087748,0.03808300010859966,2014,La Liga
Atletico Madrid -- Celta Vigo,0.0,0.17378279566764832,1.7257091961801052,0.0,0.5291879996657372,0,1,5,0,2,0,2,14,0,2,0,1,0,0,1,2014-09-20 19:00:00,0.0,0.0,0.18288609758019447,0.7432780265808105,0.0,0,0,3,1,0,0,0,3,1,0,2014-09-20 19:00:00,0,0,1,1,0,2.4286799915134907,0.926164124161005,2.4286799915134907,0.18288609758019447,0.7029707953333855,0.0,2014,La Liga
Espanyol -- Malaga,0.0,1.424063066020608,1.305344121530652,0.0,0.1431639939546585,0,2,4,0,1,0,6,6,0,1,0,0,1,0,1,2014-09-20 21:00:00,0.12849180400371552,0.12388700246810913,0.19396899733692408,0.0,0.0,1,1,1,0,0,2,1,6,0,0,2014-09-20 21:00:00,1,1,0,0,0,2.8725711815059185,0.4463478038087487,2.8725711815059185,0.4463478038087487,1.5672270599752665,0.25237880647182465,2014,La Liga
Real Sociedad -- Almeria,0.17841359972953796,0.07085390016436577,1.3204900762066245,0.0,0.14243269711732864,0,1,5,0,0,2,2,17,0,2,0,0,1,0,0,2014-09-21 11:00:00,0.0,0.11921860091388226,0.48436130210757256,0.0,0.0,0,2,3,0,0,0,3,10,0,0,2014-09-21 11:00:00,0,1,0,0,0,1.7121902732178569,0.6035799030214548,1.7121902732178569,0.6035799030214548,0.3917001970112324,0.11921860091388226,2014,La Liga
Villarreal -- Rayo Vallecano,0.0,0.5314192995429039,2.792799513787031,0.0,1.1137767024338245,0,2,4,0,3,0,4,10,0,5,0,1,2,0,1,2014-09-21 16:00:00,0.0,0.01452150009572506,1.4680549204349518,0.0,0.0,0,0,3,0,0,0,1,9,0,0,2014-09-21 16:00:00,0,0,2,0,0,4.43799551576376,1.4825764205306768,4.43799551576376,1.4825764205306768,1.6451960019767284,0.01452150009572506,2014,La Liga
Cordoba -- Sevilla,0.06945250183343887,0.05980109889060259,0.6311357878148556,0.0,0.1415411476045847,1,0,1,0,1,2,2,3,0,2,0,0,1,0,0,2014-09-21 18:00:00,0.0,0.08192490041255951,1.3884622771292925,0.7428920269012451,0.45681801438331604,0,0,6,1,1,0,2,11,1,1,2014-09-21 18:00:00,0,0,1,1,1,0.9019305361434817,2.670097218826413,0.9019305361434817,1.927205191925168,0.27079474832862616,0.5387429147958755,2014,La Liga
Levante -- Barcelona,0.12135700136423111,0.02090590074658394,0.23140999861061573,0.0,0.0683068037033081,0,0,2,0,0,1,1,6,0,1,0,0,0,0,0,2014-09-21 20:00:00,0.0,0.09889540076255798,2.9807262737303972,0.7432780265808105,0.0,0,0,8,0,0,0,1,15,1,0,2014-09-21 20:00:00,0,0,5,0,0,0.4419797044247389,3.8228997010737658,0.4419797044247389,3.079621674492955,0.21056970581412315,0.09889540076255798,2014,La Liga
Getafe -- Valencia,0.0,0.045297298580408096,0.18944284971803427,0.0,0.0,0,0,5,0,0,0,2,10,0,0,0,0,0,0,0,2014-09-22 19:45:00,0.06370799988508224,0.0,0.7362195029854774,0.743149995803833,0.0,0,0,2,1,0,1,0,5,1,0,2014-09-22 19:45:00,0,0,2,1,0,0.23474014829844236,1.5430774986743927,0.23474014829844236,0.7999275028705597,0.045297298580408096,0.06370799988508224,2014,La Liga
Real Madrid -- Elche,0.15796980261802673,0.35052718967199326,1.8817711789160967,1.486556053161621,0.06102930009365082,2,1,7,2,0,2,2,16,2,1,0,0,3,2,0,2014-09-23 19:00:00,0.171135101467371,0.0835551992058754,0.07650572899729013,0.7432780265808105,0.0,1,1,0,1,0,3,2,4,1,0,2014-09-23 19:00:00,0,0,0,1,0,3.9378535244613886,1.074474056251347,2.4512974712997675,0.3311960296705365,0.5695262923836708,0.2546903006732464,2014,La Liga
